division_numeric_code,start_date,end_date,is_in_union,age_range,data_series_type,group_type_relative_to_baseline,contraceptive_use_modern,contraceptive_use_traditional,contraceptive_use_all,unmet_need_for_modern_methods,unmet_need_for_any_method,is_pertaining_to_methods_used_since_last_pregnancy,pertaining_to_methods_used_since_last_pregnancy_reason,has_geographical_region_bias,geographical_region_bias_reason,has_non_pregnant_and_other_positive_biases,non_pregnant_and_other_positive_biases_reason,age_group_bias,modern_method_bias,has_traditional_method_bias,traditional_method_bias_reason,has_absence_of_probing_questions_bias,se_modern,se_traditional,se_unmet_need,se_log_r_modern_no_use,se_log_r_traditional_no_use,se_log_r_unmet_no_need,source_id,record_id
688,2014.084961,2014.32605,N,15-49,MICS,UW,0.2797997,0.051332804,,,,N,,N,,N,,None,None,N,,Y,0.015139945,0.005840259,6.85E-05,0.085873706,0.156579882,1.0014018,5578,N_420
496,2013.745239,2013.989014,N,15-49,MICS,UW,0.1326258,0.014716431,,,0.098000371,N,,N,,N,,None,None,N,,Y,0.005658657,0.001963851,0.004944606,0.049986287,0.138359139,0.056315643,5579,N_421
704,2013.915039,2014.243896,N,15-49,MICS,UW,0.0114243,0.001049935,,,0.001426148,N,,N,,N,,None,None,N,,Y,0.001373118,3.66E-04,5.24E-04,0.186721669,0.578989708,0.439881303,5580,N_422
454,2013.832886,2014.320557,N,15-49,MICS,UW,0.1787056,0.001640013,,,0.098926925,N,,N,,N,,None,None,N,,Y,0.006012816,6.32E-04,0.003988527,0.042196849,0.388655701,0.047280403,5582,N_423
748,2014.49585,2014.830078,N,15-49,MICS,UW,0.4122434,9.20E-04,,,0.068682524,N,,N,,N,,None,None,N,,Y,0.014231874,0.000537896,0.005425277,0.058804551,0.586017432,0.081572145,5584,N_424
716,2014.123291,2014.284912,N,15-49,MICS,UW,0.1934220,0.001672394,,,0.054332108,N,,N,,N,,None,None,N,,Y,0.007070249,5.88E-04,0.003366463,0.04590807,0.352580377,0.069519415,5585,N_425
250,2010.413696,2011.082153,N,15-49,National survey,UW,0.5600000,0.024,,0.024,,N,,N,,N,,None,None,N,,N,,,,,,,5589,N_426
288,2013.49585,2013.912354,N,15-49,PMA,UW,0.0663584,0.012027997,,,0.126470898,N,,N,,N,,None,None,N,,N,0.007062492,0.007993004,0.011122408,0.118036182,0.685319025,0.131256446,5602,N_427
36,2005.643799,2006.186279,N,15-49,National survey,UW,0.4804600,0.0018,,0.0018,,N,,N,,N,,+,None,N,,N,,,,,,,5603,N_428
426,2011.290405,2011.375366,N,15-49,National survey,UW,0.3109636,0.005195805,,0.005195805,,N,,N,,N,,?,None,N,,N,,,,,,,5608,N_429
180,2013.580811,2014.158936,N,15-49,DHS,UW,0.0860168,0.085354537,,,0.130529266,N,,N,,N,,None,None,N,,N,0.003899827,0.004601939,0.003843893,0.078708422,0.089357023,0.059286494,5612,N_430
608,2013.580811,2013.745239,N,15-49,DHS,UW,0.0222680,0.012940711,,,0.015983798,N,,N,,N,,None,None,N,,N,0.001718634,0.001448378,0.001322459,0.095806238,0.131164835,0.104936152,5613,N_431
516,2013.328735,2013.745239,N,15-49,DHS,UW,0.4685628,0.002557951,,,0.086776968,N,,N,,N,,None,None,N,,N,0.005275993,2.57E-04,0.001983397,0.035057134,0.314772837,0.061872908,5616,N_432
384,2016.498657,2016.665771,N,15-49,MICS,UW,0.1525180,0.02084728,,0.02084728,,N,,N,,N,,None,None,N,,Y,,,,,,,5635,N_433
624,2014.161621,2014.578125,N,15-49,MICS,UW,0.4010195,0.031914173,,,0.135730337,N,,N,,N,,None,None,N,,Y,0.012108698,0.003597832,0.007842031,0.053064879,0.124725989,0.067810237,5637,N_434
120,2014,2015,N,15-49,MICS,UW,0.3091269,0.140745468,,,0.070582431,N,,N,,N,,None,None,N,,Y,0.00986165,0.008243222,0.004743007,0.04979287,0.074495077,0.077766631,5641,N_435
178,2014.832886,2015.158936,N,15-49,MICS,UW,0.2156670,0.074663115,,,0.142833717,N,,N,,N,,None,None,N,,Y,,,,,,,5642,N_436
678,2014,2015,N,15-49,MICS,UW,0.2061954,0.00974459,,,0.1588583,N,,N,,N,,None,None,N,,Y,0.010136266,0.003198288,0.014027436,0.063332795,0.336085472,0.108762501,5644,N_437
894,2013.580811,2014.32605,N,15-49,DHS,UW,0.1390305,0.003692806,,,0.100873919,N,,N,,N,,None,None,N,,N,0.003084411,6.56E-04,0.002952056,0.048555048,0.270937495,0.050127962,5659,N_438
204,2014.328735,2014.328735,N,15-49,MICS,UW,0.1013353,0.033700916,,,0.17750663,N,,N,,N,,None,None,N,,Y,0.006205523,0.003330528,0.007560294,0.076292124,0.128316407,0.058194357,5665,N_439
398,2015.704102,2015.871216,N,15-49,MICS,UW,0.1870998,0.006495215,,,0.04380447,N,,N,,N,,None,None,N,,Y,0.00844853,0.00156051,0.003642753,0.057943386,0.265953456,0.092786399,5666,N_440
764,2015.871216,2016.202759,N,15-49,MICS,UW,0.0621275,4.38E-04,,4.38E-04,,N,,N,,N,,None,None,N,,Y,,,,,,,5669,N_441
524,2014.084961,2014.493164,N,15-49,MICS,UW,0.0101952,0,,,,N,,N,,N,,None,None,N,,Y,0.002133297,0,6.77E-05,0.229672628,,1.000687145,5672,N_442
192,2014.084961,2014.739746,N,15-49,MICS,UW,0.6588104,0.007902299,,,0.068546999,N,,N,,N,,None,None,N,,Y,0.017511401,0.002835715,0.008526481,0.078178085,0.362462032,0.144566006,5673,N_443
214,2014.413696,2014.662964,N,15-49,MICS,UW,0.3416645,0.008421055,,,0.090804279,N,,N,,N,,None,None,N,,Y,0.006370027,0.001450736,0.003827435,0.030334991,0.178267091,0.051599237,5674,N_444
328,2014,2015,N,15-49,MICS,UW,0.0613316,0.014143824,,,0.067283083,N,,N,,N,,None,None,N,,Y,0.008184121,0.004552127,0.007764056,0.146262946,0.340500011,0.128453007,5675,N_445
324,2016,2017,N,15-49,MICS,UW,0.1032921,0.017436296,,0.017436296,,N,,N,,N,,None,None,N,,Y,,,,,,,5676,N_446
466,2015.547974,2015.802734,N,15-49,MICS,UW,0.1182054,0.004462194,,,0.092844698,N,,N,,N,,None,None,N,,Y,0.006560205,0.001208765,0.005358755,0.070616208,0.338782716,0.073747951,5677,N_447
214,2013.49585,2013.830078,N,15-49,DHS,UW,0.3369274,0.016609936,,,0.057667086,N,,N,,N,,None,None,N,,N,0.004453168,0.001165009,0.002078131,0.03952616,0.164893973,0.092925931,5710,N_448
404,2014.49585,2014.556152,N,15-49,PMA,UW,0.1799013,3.71E-04,,,0.09744117,N,,N,,N,,None,None,N,,N,0.008837135,3.68E-04,0.005916745,0.089810592,1.003018828,0.143704245,5721,N_449
800,2015.580811,2015.745239,N,15-49,PMA,UW,0.1694158,0.007981108,,,0.101833641,N,,N,,N,,None,None,N,,N,0.01073221,0.001822397,0.008020848,0.10811188,0.3222789,0.107693373,5722,N_450
484,2014.588989,2014.734253,N,15-49,National survey,UW,0.2322786,0,,0,,N,,N,,N,,None,None,N,,N,,,,,,,5734,N_451
854,2015.328735,2015.493164,N,15-49,PMA,UW,0.1353929,0.014737661,,,0.076668452,N,,N,,N,,None,None,N,,N,0.019042752,0.005093567,0.019043206,0.163009355,0.352538416,0.261546795,5764,N_452
231,2014.747925,2014.997314,N,15-49,PMA,UW,0.0422908,0.001014653,,,0.023766961,N,,N,,N,,None,None,N,,N,0.005201212,6.32E-04,0.003263312,0.128753932,0.623330733,0.243909027,5765,N_453
288,2014.084961,2014.411011,N,15-49,PMA,UW,0.0928398,0.009856065,,,0.121402915,N,,N,,N,,None,None,N,,N,0.009426747,0.003586399,0.009123368,0.115262556,0.368310824,0.1083643,5766,N_454
288,2014.665771,2014.997314,N,15-49,PMA,UW,0.1283928,0.021167292,,,0.098855087,N,,N,,N,,None,None,N,,N,0.013737927,0.004386991,0.009490439,0.123526401,0.214298997,0.128200956,5767,N_455
404,2015.413696,2015.578125,N,15-49,PMA,UW,0.2391053,0.003503474,,,0.119993005,N,,N,,N,,None,None,N,,N,0.020906957,0.001408008,0.015663326,0.116727698,0.403825869,0.171641377,5768,N_456
426,2014.665771,2014.997314,N,15-49,DHS,UW,0.3500452,0.003429209,,,0.057061228,N,,N,,N,,None,None,N,,N,0.006786311,2.47E-04,0.002858371,0.050071042,0.36408683,0.110563106,5769,N_457
288,2014.665771,2014.997314,N,15-49,DHS,UW,0.1290521,0.048523635,,,0.101033223,N,,N,,N,,None,None,N,,N,0.007011598,0.005211322,0.005820744,0.067880527,0.120065003,0.069207046,5778,N_458
686,2014,2014.830078,N,15-49,DHS,UW,0.0445928,0.002813585,,,0.027568447,N,,N,,N,,None,None,N,,N,0.006898099,0.001465669,0.003976545,0.162061111,0.537992768,0.161313224,5779,N_459
404,2014.328735,2014.830078,N,15-49,DHS,UW,0.1827878,0.01552245,,,0.027747476,N,,N,,N,,None,None,N,,N,,,,,,,5780,N_460
170,2015.084961,2016.246582,N,15-49,DHS,UW,0.3993305,0.015807584,,,0.043430774,N,,N,,N,,None,None,N,,N,0.006147115,9.43E-04,0.001583456,0.031056015,0.096055013,0.053449276,5788,N_461
320,2014.747925,2015.493164,N,15-49,DHS,UW,0.0917505,0.009617112,,,0.027978615,N,,N,,N,,None,None,N,,N,0.003533141,0.001119655,0.001909382,0.042539582,0.117991869,0.070666169,5790,N_462
508,2015.328735,2015.830078,N,15-49,National survey,UW,0.2647702,0.015057447,,,0.107412766,N,,N,,N,,None,None,N,,N,,,,,,,5794,N_463
646,2014.832886,2015.32605,N,15-49,DHS,UW,0.0660061,0.003118904,,,0.057157805,N,,N,,N,,None,None,N,,N,0.003552878,7.35E-04,0.002876112,0.057625616,0.236254365,0.053970565,5796,N_464
710,2016.416382,2016.915039,N,15-49,DHS,UW,0.4450000,0.001,,,0.102,N,,N,,N,,None,None,N,,N,,,,,,,5797,N_465
716,2015.49585,2015.997314,N,15-49,DHS,UW,0.1893516,0.001747106,,,0.039071866,N,,N,,N,,None,None,N,,N,0.009007414,8.53E-04,0.003506424,0.058582249,0.488029703,0.095320678,5798,N_466
24,2015.832886,2016.161621,N,15-49,DHS,UW,0.1236954,0.00499535,,,0.168165311,N,,N,,N,,None,None,N,,N,0.004703224,5.46E-04,0.004000811,0.07757269,0.223347205,0.047200886,5805,N_467
51,2015.934204,2016.260254,N,15-49,DHS,UW,0.0084660,2.78E-04,,2.78E-04,,N,,N,,N,,None,None,N,,N,,,,,,,5806,N_468
231,2016,2016.49585,N,15-49,DHS,UW,0.0540867,0.001891341,,,0.018569465,N,,N,,N,,None,None,N,,N,0.002968967,1.95E-04,0.001187842,0.093192295,0.329477178,0.161698801,5808,N_469
332,2016.915039,2017.32605,N,15-49,DHS,UW,0.1211811,0.011068957,,,0.111104767,N,,N,,N,,None,None,N,,N,,,,,,,5825,N_470
604,2013.161621,2013.912354,N,15-49,DHS,UW,0.1398464,0.04503005,,0.04503005,,N,,N,,N,,None,None,Y,,N,,,,,,,5826,N_471
232,2010.035645,2010.512329,N,15-49,National survey,UW,0.0103550,7.40E-04,,,0.003,N,,N,,N,,None,None,N,,N,,,,,,,5919,N_472
454,2015.747925,2016.161621,N,15-49,DHS,UW,0.2034705,0.00220225,,,0.083419757,N,,N,,N,,None,None,N,,N,0.005868298,0.001032288,0.003853528,0.036311428,0.470437829,0.05101607,5952,N_473
604,2014.161621,2014.997314,N,15-49,DHS,UW,0.1570166,0.048438377,,0.048438377,,N,,N,,N,,None,None,Y,,N,,,,,,,5954,N_474
686,2015,2015.830078,N,15-49,DHS,UW,0.0463093,0.00375435,,,0.024201613,N,,N,,N,,None,None,N,,N,0.006009379,0.00162086,0.003652556,0.135940533,0.434101273,0.155152015,5955,N_475
834,2015.580811,2016.161621,N,15-49,DHS,UW,0.1920261,0.035711382,,,0.081920795,N,,N,,N,,None,None,N,,N,,,,,,,5957,N_476
480,2014.49585,2014.745239,N,15-49,Other,UW,0.0248750,0.012,,0.012,,N,,N,,N,,None,None,N,,N,,,,,,,5970,N_477
854,2014.49585,2014.997314,N,15-49,PMA,UW,0.0664601,0,,,0.061065199,N,,N,,N,,None,None,N,,N,0.012532052,0,0.012810145,0.215180486,,0.317148514,5993,N_478
360,2015.413696,2015.662964,N,15-49,PMA,UW,0.0161775,0,,,0.00786714,N,,N,,N,,None,None,N,,N,0.001237765,0,0.002333978,0.197204521,,0.596561917,5994,N_479
288,2015.328735,2015.493164,N,15-49,PMA,UW,0.1528403,0.034444404,,,0.125816257,N,,N,,N,,None,None,N,,N,0.01082544,0.005904119,0.01024356,0.089336613,0.186463533,0.110246354,5995,N_480
404,2014.832886,2014.997314,N,15-49,PMA,UW,0.1565994,0.001714793,,,0.088483965,N,,N,,N,,None,None,N,,N,0.013839389,9.28E-04,0.009130991,0.105142974,0.543659975,0.112522698,5996,N_481
800,2014.487671,2014.49585,N,15-49,PMA,UW,0.1232868,0.004810462,,,0.109594139,N,,N,,N,,None,None,N,,N,0.014129246,0.00133568,0.009976839,0.132062201,0.282029537,0.134211443,5997,N_482
800,2015,2015.158936,N,15-49,PMA,UW,0.1582114,0.013232118,,,0.077220876,N,,N,,N,,None,None,N,,N,0.015368994,0.003780481,0.005264283,0.115912989,0.291327346,0.10186401,5998,N_483
218,2007.452026,2012.536987,N,15-49,National survey,UW,0.2051326,0.026867416,,,0.050931175,N,,N,,N,,None,None,N,,N,,,,,,,6000,N_484
231,2015.246582,2015.411011,N,15-49,PMA,UW,0.0708655,0.001625635,,,0.023860017,N,,N,,N,,None,None,N,,N,0.00564269,6.38E-04,0.00245649,0.118745243,0.411157391,0.176149794,6001,N_485
36,2011.572632,2012.123291,N,15-49,National survey,UW,0.5169000,0.0026,,0.0026,,N,,N,,N,,+,None,N,,N,,,,,,,6002,N_486
32,2013.328735,2013.493164,N,15-49,National survey,UW,0.4291462,0.00246354,,0.00246354,,N,,Y,"Data pertain to urban centers with 2,000 or more people.",N,,None,None,N,,N,,,,,,,6003,N_487
76,2013,2014,N,15-49,National survey,UW,0.4931378,0.006615665,,0.006615665,,N,,N,,N,,+,None,N,,N,,,,,,,6006,N_488
528,2013.49585,2013.747925,N,15-49,National survey,UW,,,0.55,,,N,,N,,N,,+,None,N,,N,,,,,,,6009,N_489
348,2008.835571,2009.084961,N,15-49,Other,UW,0.1210000,0.011,,0.011,,N,,N,,N,,+,-,N,,N,,,,,,,6010,N_490
620,2014.665771,2014.915039,N,15-49,National survey,UW,,,0.46137084,,,N,,N,,Y,,None,None,N,,N,,,,,,,6013,N_491
882,2014.49585,2014.580811,N,15-49,National survey,UW,0.0145003,0.001035733,,,0.024,N,,N,,N,,None,None,N,,N,,,,,,,6014,N_492
756,2012,2013,N,15-49,National survey,UW,0.7047630,0.024573,,0.024573,,N,,N,,N,,None,None,N,,N,,,,,,,6018,N_493
40,2012.726074,2013.400024,N,15-49,Other,UW,0.5736850,0.016363004,,0.016363004,,N,,N,,N,,+,+,N,,N,,,,,,,6025,N_494
36,2008.621948,2009.158936,N,15-49,National survey,UW,0.4411000,0.0033,,0.0033,,N,,N,,N,,+,None,N,,N,,,,,,,6026,N_495
276,1985.747925,1985.912354,N,15-49,National survey,UW,0.6269091,0.088454545,,0.088454545,,N,,Y,Data pertain to West Germany only.,N,,?,None,N,,N,,,,,,,6030,N_496
826,2002,2004,N,15-49,National survey,UW,0.5648231,0.032765375,,0.032765375,,N,,Y,Excluding Northern Ireland.,N,,None,None,N,,N,,,,,,,6031,N_497
826,1995.246582,1996.246582,N,15-49,National survey,UW,0.5308051,0.01306498,,0.01306498,,N,,Y,Excluding Northern Ireland.,N,,None,None,N,,N,,,,,,,6032,N_498
404,2015.832886,2015.997314,N,15-49,PMA,UW,0.2204671,0.010636944,,,0.087277326,N,,N,,N,,None,None,N,,N,0.019395738,0.003002428,0.009142353,0.113354116,0.283832065,0.10744682,6037,N_499
108,2016.750732,2017.158936,N,15-49,DHS,UW,0.0364398,0.00320851,,,0.032757453,N,,N,,N,,None,None,N,,N,,,,,,,6056,N_500
104,2015.915039,2016.580811,N,15-49,DHS,UW,0.0044742,0,,,0.001676952,N,,N,,N,,None,None,N,,N,0.001039303,0,5.96E-04,0.244218566,,0.403390759,6084,N_501
524,2016.416382,2017.082153,N,15-49,DHS,UW,0.0153793,5.85E-04,,5.85E-04,,N,,N,,N,,None,None,N,,N,0.002843312,4.17E-04,2.62E-04,0.188251738,0.714019802,1.001846414,6086,N_502
626,2016.709595,2016.975342,N,15-49,DHS,UW,0.0031043,0.001580416,,,0.006768567,N,,N,,N,,None,None,N,,N,,,,,,,6097,N_503
800,2016.416382,2016.915039,N,15-49,DHS,UW,0.1562715,0.01241786,,,0.082039707,N,,N,,N,,None,None,N,,N,,,,,,,6099,N_504
854,2016.164429,2016.413696,N,15-49,PMA,UW,0.1350179,0.01216659,,,0.086052156,N,,N,,N,,None,None,N,,N,0.019482275,0.003862041,0.012602883,0.167588981,0.369008552,0.167941606,6107,N_505
800,2016.249268,2016.413696,N,15-49,PMA,UW,0.1740822,0.011810782,,,0.099020975,N,,N,,N,,None,None,N,,N,0.016666666,0.002887495,0.01132958,0.11720742,0.249743961,0.127026527,6114,N_506
231,2016.164429,2016.328735,N,15-49,PMA,UW,0.0710993,0.003299547,,,0.02446115,N,,N,,N,,None,None,N,,N,0.006380679,0.001249512,0.001988465,0.117558399,0.411783133,0.154255466,6115,N_507
562,2016.142456,2016.32605,N,15-49,PMA,UW,0.0411552,0,,,0.011534475,N,,N,,N,,None,None,N,,N,0.006092546,0,0.002006675,0.328369776,,0.313230555,6116,N_508
566,2016.331543,2016.49585,N,15-49,PMA,UW,0.1212021,0.025786101,,,0.077687518,N,,N,,N,,None,None,N,,N,0.008976459,0.00303899,0.0083731,0.087085647,0.197828174,0.123135763,7045,N_509
484,2015.704102,2015.953369,N,15-49,MICS,UW,0.2785986,0.009678353,,,0.086293434,N,,N,,N,,None,None,N,,Y,0.009006988,0.002080367,0.004605041,0.06765219,0.315282299,0.095577532,7339,N_510
36,2015.569824,2016.101318,N,15-49,National survey,UW,0.4970000,0.0023,,0.0023,,N,,N,,N,,+,None,N,,N,,,,,,,7344,N_511
56,2013,2013.997314,N,15-49,National survey,UW,0.5532456,0.007096006,,0.007096006,,N,,N,,N,,-,None,N,,N,,,,,,,7346,N_512
231,2014.024658,2014.32605,N,15-49,National survey,UW,0.0537141,0.002101262,,0.002101262,,N,,N,,N,,None,None,N,,N,,,,,,,7347,N_513
288,2016.583618,2016.915039,N,15-49,PMA,UW,0.1563311,0.027909795,,,0.116819402,N,,N,,N,,None,None,N,,N,0.013397579,0.005704199,0.013617565,0.103358786,0.214832836,0.141283848,7360,N_514
608,2017.580811,2017.830078,N,15-49,DHS,UW,0.0185859,0.00914128,,,0.01973673,N,,N,,N,,None,None,N,,N,,,,,,,7369,N_515
686,2016,2016.832886,N,15-49,DHS,UW,0.0372954,7.31E-04,,,0.012961183,N,,N,,N,,None,None,N,,N,0.005634062,3.64E-04,0.001757308,0.158875191,0.580976709,0.161387886,7370,N_516
762,2017.599976,2017.860229,N,15-49,DHS,UW,0.0047299,0,,0,,N,,N,,N,,None,None,N,,N,,,,,,,7371,N_517
450,2012,2014,N,15-49,National survey,UW,0.1520803,0.048038774,,0.048038774,,N,,N,,N,,None,None,N,,N,,,,,,,7412,N_518
840,2013,2016,N,15-49,National survey,UW,0.4585817,0.030316958,,0.030316958,,N,,N,,N,,?,None,N,,N,,,,,,,7419,N_519
616,2010.800049,2011.158936,N,15-49,Other,UW,0.1040000,0.005,,0.005,,N,,N,,N,,+,-,N,,N,,,,,,,7427,N_520
392,2014.161621,2014.243896,N,15-49,National survey,UW,0.2610171,0.037052895,,0.037052895,,N,,N,,N,,+,-,N,,N,,,,,,,7438,N_521
8,2017.693115,2018.136963,N,15-49,DHS,UW,0.0106882,0.055991857,,,0.029624426,N,,N,,N,,None,None,N,,N,,,,,,,7474,N_522
360,2016.750732,2017.082153,N,15-49,PMA,UW,0.0127468,3.76E-04,,,0.002048451,N,,N,,N,,None,None,N,,N,0.001635812,2.64E-04,6.70E-04,0.180878716,0.99800297,0.454775416,7479,N_523
231,2017.246582,2017.408203,N,15-49,PMA,UW,0.0643007,0.002776196,,,0.033321521,N,,N,,N,,None,None,N,,N,0.004652979,4.63E-04,0.003516175,0.135924513,0.356978069,0.208870041,7480,N_524
800,2017.246582,2017.411011,N,15-49,PMA,UW,0.1895920,0.022360821,,,0.087059633,N,,N,,N,,None,None,N,,N,0.015308397,0.004728949,0.009212924,0.101373136,0.223081071,0.114842881,7481,N_525
566,2017.246582,2017.408203,N,15-49,PMA,UW,0.1212843,0.032082423,,,0.068892577,N,,N,,N,,None,None,N,,N,0.009265441,0.003593362,0.006480565,0.114299734,0.184247951,0.121136347,7482,N_526
854,2016.835571,2017.082153,N,15-49,PMA,UW,0.1371007,0.01095897,,,0.105845961,N,,N,,N,,None,None,N,,N,0.011771891,0.003314374,0.01156529,0.127660912,0.319618944,0.148099839,7483,N_527
404,2016.835571,2017,N,15-49,PMA,UW,0.2040669,0.007948378,,,0.095076452,N,,N,,N,,None,None,N,,N,0.011987811,0.001957718,0.007854125,0.074153777,0.248431505,0.091499144,7484,N_528
68,2016.337036,2016.747925,N,15-49,Other,UW,0.1230479,0.028423856,,0.028423856,,N,,N,,N,,None,None,N,,N,,,,,,,7485,N_529
152,2015.832886,2016.082153,N,15-49,National survey,UW,0.5049045,0.024724902,,0.024724902,,N,,N,,N,,None,None,N,,N,,,,,,,7494,N_530
600,2016.416382,2016.709595,N,15-49,MICS,UW,0.3065142,0.006803379,,,0.126557174,N,,N,,N,,None,None,N,,Y,,,,,,,7496,N_531
112,2017,2017.912354,N,15-49,Other,UW,0.5010000,0.052,,0.052,,N,,N,,N,,+,+,N,,N,,,,,,,7498,N_532
380,2013,2014,N,15-49,National survey,UW,0.5160000,0.054,,0.054,,N,,N,,Y,,+,None,N,,N,,,,,,,7508,N_533
246,1992,1993,N,15-49,National survey,UW,0.7234469,0.02004008,,0.02004008,,N,,N,,N,,+,None,N,,N,,,,,,,7511,N_534
246,2007,2008,N,15-49,National survey,UW,0.6844741,0.050083472,,0.050083472,,N,,N,,N,,+,None,N,,N,,,,,,,7512,N_535
246,2015,2016,N,15-49,National survey,UW,0.7195122,0.051219512,,0.051219512,,N,,N,,N,,+,None,N,,N,,,,,,,7513,N_536
562,2017.328735,2017.745239,N,15-49,PMA,UW,0.0169031,0.003178111,,,0.020335774,N,,N,,N,,None,None,N,,N,0.004989738,5.32E-04,0.004784017,0.365367571,1.009814559,0.467873391,7514,N_537
90,2015.260254,2015.71228,N,15-49,National survey,UW,0.0504211,0.012633945,,0.012633945,,N,,N,,N,,None,None,N,,N,,,,,,,7516,N_538
604,2015,2016,N,15-49,DHS,UW,0.1630069,0.039862202,,0.039862202,,N,,N,,N,,None,None,Y,,N,,,,,,,7517,N_539
604,2016,2017,N,15-49,DHS,UW,0.1811257,0.045112332,,0.045112332,,N,,N,,N,,None,None,Y,,N,,,,,,,7518,N_540
686,2017.246582,2017.997314,N,15-49,DHS,UW,0.0511071,0.002708256,,,0.021831829,N,,N,,N,,None,None,N,,N,,,,,,,7630,N_541
604,2017,2018,N,15-49,DHS,UW,0.1970759,0.047710663,,0.047710663,,N,,N,,N,,None,None,Y,,N,,,,,,,7641,N_542
450,2017.454834,2017.599976,N,15-49,National survey,UW,0.2010188,0.057589454,,0.057589454,,N,,N,,N,,None,None,N,,N,,,,,,,7650,N_543
384,2017.665771,2017.830078,N,15-49,PMA,UW,0.2653324,0.032460159,,,0.129555853,N,,N,,N,,None,None,N,,N,0.026806557,0.009934624,0.013579644,0.153582236,0.328714907,0.151687823,7652,N_544
566,2018.246582,2018.408203,N,15-49,PMA,UW,0.1422730,0.032345987,,,0.058007125,N,,N,,N,,None,None,N,,N,,,,,,,7653,N_545
854,2017.832886,2018.082153,N,15-49,PMA,UW,0.1509715,0.018747868,,,0.067338003,N,,N,,N,,None,None,N,,N,0.015536309,0.006650257,0.009517129,0.12813908,0.386879947,0.165758679,7655,N_546
404,2017.832886,2017.997314,N,15-49,PMA,UW,0.2115210,0.009387339,,,0.091073909,N,,N,,N,,None,None,N,,N,0.014867232,0.002554702,0.009552307,0.090067959,0.277627052,0.11144379,7657,N_547
840,2015,2018,N,15-49,National survey,UW,0.4681212,0.034970222,,0.034970222,,N,,N,,N,,?,None,N,,N,,,,,,,7671,N_548
372,2010,2011,N,15-49,National survey,UW,0.6611446,0.00753012,,0.00753012,,N,,N,,Y,,+,None,N,,N,,,,,,,7672,N_549
398,2018,2019,N,15-49,National survey,UW,0.2927083,0.0177083,,0.0177083,,N,,N,,N,,+,None,N,,N,,,,,,,7680,N_550
616,2014,2015,N,15-49,National survey,UW,,,0.226,0.032318,,N,,N,,N,,None,None,N,,N,,,,,,,7681,N_551
170,1980,1981,Y,15-49,Other,MW,0.4100000,0.076,,0.076,,N,,N,,N,,None,None,N,,N,,,,,,,4,Y_552
795,2006,2007,Y,15-49,MICS,MW,0.4678869,0.012124999,,0.012124999,,N,,N,,N,,None,None,N,,Y,0.011317615,0.002496736,0,0.045897186,0.210447649,,5,Y_553
218,1999.246582,1999.745239,Y,15-49,Other,MW,0.5170000,0.148,,,0.1,N,,N,,N,,None,None,N,,N,,,,,,,7,Y_554
360,2005,2006,Y,15-49,National survey,MW,0.5710000,0.001,,0.001,,N,,N,,N,,None,None,N,,N,,,,,,,9,Y_555
643,1995.747925,1995.915039,Y,15-49,National survey,MW,0.4750000,0.16,,0.16,,N,,N,,N,,+,None,N,,N,,,,,,,11,Y_556
784,1995,1996,Y,15-49,Other,MW,0.2360000,0.039,,0.039,,N,,Y,Data pertain to nationals of the country.,N,,None,None,N,,N,,,,,,,12,Y_557
524,1991.580811,1992.082153,Y,15-49,Other,MW,0.2410000,,0.241,,0.277,N,,N,,Y,,None,None,N,,N,,,,,,,13,Y_558
368,1974,1975,Y,15-49,Other,MW,0.1290000,0.017,,0.017,,N,,N,,N,,None,None,N,,N,,,,,,,15,Y_559
458,1974,1975,Y,15-49,Other,MW,0.2370000,0.093,,0.093,,N,,Y,Data pertain to Peninsular Malaysia.,N,,None,None,N,,N,,,,,,,16,Y_560
626,2003.323242,2003.6521,Y,15-49,National survey,MW,0.0950000,0.013,,0.013,,N,,N,,N,,None,None,N,,N,,,,,,,18,Y_561
512,1987.832886,1989.158936,Y,15-49,Other,MW,0.0750000,0.011,,0.011,,N,,Y,Data pertain to nationals of the country.,N,,None,None,N,,N,,,,,,,19,Y_562
678,2006.372559,2006.465698,Y,15-49,MICS,MW,0.2850000,0.022,,,0.157,N,,N,,N,,None,None,N,,Y,,,,,,,20,Y_563
818,1980,1981,Y,15-49,Other,MW,0.2970000,0.018,,0.018,,N,,N,,Y,,?,None,N,,N,,,,,,,22,Y_564
418,1993.328735,1993.49585,Y,15-49,Other,MW,0.1510000,0.035,,0.035,,N,,N,,N,,None,None,N,,N,,,,,,,23,Y_565
498,1997.665771,1997.745239,Y,15-49,Other,MW,0.5010000,0.236,,,0.067,N,,N,,N,,?,None,N,,N,,,,,,,24,Y_566
764,1989,1990,Y,15-49,Other,MW,0.6420000,0.02,,0.02,,N,,N,,N,,?,None,N,,N,,,,,,,25,Y_567
320,1977,1979,Y,15-49,Other,MW,0.1521667,0.028833333,,0.028833333,,N,,N,,N,,None,None,N,,N,,,,,,,28,Y_568
400,1976,1977,Y,15-49,Other,MW,0.1740000,0.078,,0.078,,N,,Y,Excluding the West Bank.,N,,None,None,N,,N,,,,,,,29,Y_569
600,1998.704102,1998.912354,Y,15-49,Other,MW,0.4770000,0.146,,,0.173,N,,N,,N,,?,None,Y,,N,,,,,,,30,Y_570
